example_id	statement	date	french	possibility	labeler_name	notes
21756	"Total deaths from COVID MUCH LOWER than reported.”	January 22, 2022	"Le nombre total de décès lié à la COVID-19 EST BEAUCOUP PLUS BAS que ceux signalés."	I	Camille	
21757	Says Chuck Norris recorded a video in response to the Biden administration saying, “Our great country and freedom are under attack.”	January 22, 2022	Il dit que Chuck Norris a enregistré une vidéo en réponse à l'administration Biden qui dit "Notre grande nation et notre liberté sont attaquées".	P	Camille	
21758	Says Louie Anderson was flying to appear on Conan O’Brien’s show when he became ill a few weeks after receiving his third vaccine dose.	January 22, 2022	Il dit que Louie Anderson s'est envolé pour apparaitre dans l'émission de Conan O'Brien lorsqu'il est devenu maladie quelques semaines après avoir reçu sa troisième dose de vaccin.	P	Camille	
21759	President Joe Biden gave Congress an exemption from vaccine mandate	January 22, 2022	Le président Joe Biden a donné au Congrès un exemption pour le mandat du vaccin.	I	Camille	
21760	“All communications to families from the US Navy have been halted.”	January 21, 2022	"Toutes les communications pour les familles de la NAVY américaine sont arrêtées."	I	Camille	
21761	COVID-19-induced pneumonia is "is actually mast cell degranulation of the lungs," a type of allergic reaction.	January 14, 2022	La pneumonie induite par la COVID-19 est "en fait de la dégranulation en masse des cellules des poumons", un type de réaction allergique.	P	Camille	
21762	Image from news broadcast shows a hospital in France trying to pass off a mannequin as a COVID-19 patient.	January 7, 2022	Une image d'une nouvelle émission diffusée montre que les hôpitaux en France tentent de faire passer un mannequin pour un patient de la COVID-19.	I	Camille	
21763	"If the FAA is worried about what the 5G deployment will do to the planes, what do you think it will do to our bodies?"	January 19, 2022	"Si la FAA est inquiète à propos de ce que le déploiement de la 5G fera aux avions, que pensez-vous que ça fera à nos corps?"	I	Camille	
21764	“In New York state, if you’re white, you have to go to the back of the line to get medical help.”	January 15, 2022	"Dans l'État de New York, si vous êtes blanc, voous devez aller à la fin de la file d'attente pour obtenir de l'aide médicale."	I	Camille	When? Where?
21765	Texas Roadhouse is sending vouchers for a free steak dinner for four to everyone who shares and comments on a Facebook post.	January 25, 2022	Texas Roadhouse envoie des bons d'échange pour un steak gratuit pour quatre pesonnes qui partagent et qui commentent sur la publication Facebook.	P	Camille	
21766	American citizens “pay $155 billion annually to make sure illegal immigrants are taken care of better than American citizens”	January 7, 2019	Les citoyens américains "paient 155 milliards de $ annuellement pour être sûrs que des immigrants illégaux soient mieux pris en charge que des citoyens américains.	I	Camille	Which services?
21768	“It begins. Wisconsin Assembly votes to remove electoral votes from Biden.”	January 26, 2022	"Ceka commence. L'Assemblée du Wisconsin vote pour ôter des votes électoraux pour Biden."	P	Camille	
21769	The Biden-Harris administration "wants to hand out $450,000 to illegal immigrants."	January 26, 2022	L'administration Biden-Harris "veut distribuer 450,000$ aux immigrants illégaux".	I	Camille	No date
21770	“There’s 150 I believe now – it’s over 100 professional athletes dead, professional athletes, the prime of their life, dropping dead that are vaccinated, right on the pitch, right on the field, right on the court."	January 23, 2022	"Il y a maintenant 150, je crois, - c'est plus de 100 athlètes professionnels qui sont morts, à l'apogée de leur vie, tombés mort vaccinés, directement sur le terrain, directement sur le terrain, directement sur le terrain."	I	Camille	
21771	In Iowa, “since we have put a number of the voting laws into place over the last several years — voter ID is one of those — we've actually seen voter participation increase, even in off-election years.”	January 23, 2022	En Iowa, "depuis que nous avons mis en place un nombre de lois électorales depuis plusieurs années - l'identification des voteurs est l'une d'entre elle - nous avons vu la participation électorale augmenter, même en dehors des années électorales".	I	Camille	
21772	“The CDC admits that natural immunity from prior infections is superior to vaccinated immunity alone.”	January 19, 2022	Le CDC admet que l'immunité naturelle acquise lors de précédentes infections est supérieure à l'immunité acquis grâce au vaccin seulement.	P	Camille	
21773	Quotes show Joseph Stalin and Joe Biden expressed similar views about counting votes.	January 24, 2022	Des citations montrent que Joseph Stalin et Joe Biden expriment des visions similaires à propos du compte des votes.	I	Camille	
21774	“Biden announces Medicare stimulus that provides free dental work to all Seniors who need it! Crowns and implants included.”	January 6, 2022	Biden annonce que Medicare offre des soins dentaires gratuits pour toutes les personnes âgées qui en ont besoin! Les couronnes et les implants sont inclus."	P	Camille	
21775	“National Guard doctors find hospitals empty of COVID patients.”	January 19, 2022	"Les médecins de la garde nationale trouvent des hôpitaux vides de patients atteints de COVID-19."	I	Camille	
21776	"Right now, in the average Texas fourth grade classroom, 7 out of 10 kids cannot read at grade level."	November 19, 2021	En ce moment, dans la classe moyenne de la quatrième année au Texas, 7 sur 10 enfants ne peuvent pas lire selon leur niveau scolaire.	I	Camille	
21777	Says Dennis Miller said that if he didn’t see women protesting the Ghislaine Maxwell trial verdict “you're all frauds. This isn't justice for those women, this is a joke."	January 26, 2022	Il dit que Dennis Miller a dit que si nous ne voyons pas de femmes manifester au verdict du procès de Ghislaine Maxwell, "vous êtes tous des fraudes. Cela n'est pas justice pour ces femmes, c'est une blague". 	I	Camille	
21778	Says Kevin Costner recently debuted a new line of CBD gummies.	January 24, 2022	Il dit que Kevin Costner a récemment lancé sa nouvelle ligne de bonbons au CBD.	P	Camille	
21779	When asked if she supports the Build Back Better bill, Abby Finkenauer said that she didn’t know what was in it.	January 24, 2022	Lorsqu'elle s'est fait questionnée sur si elle supporte le projet de loi Build Back Better, Abby Finkenauer a dit qu'elle ne savait pas ce qu'il contenait.	P	Camille	
21780	"BIDEN: 'I'm not gonna take any questions because I think it's inappropriate.'"	January 27, 2022	"BIDEN: Je ne vais pas prendre de questions, car je crois que c'est inapproprié."	I	Camille	
21781	"Chicago maintained the lowest unemployment rate through most of 2021 of any large American city."	December 31, 2021	"Chicago maintient le taux de chômage le plus bas pendant la majeure partie de 2021 de toutes les grandes villes américaines."	P	Camille	
21782	“All these athletes are dropping dead on the field” after receiving the COVID-19 vaccination.	January 26, 2022	"Tous ces athlètes tombent morts sur le terrain" après avoir reçu le vaccin contre la COVID-19."	I	Camille	
21783	250,000 trucks are participating in the “Freedom Convoy” in Canada.	January 27, 2022	250,000 camions participent au "Convoi de la Liberté" au Canada.	P	Camille	
21784	“There's never been a president (before Joe Biden) that has made race and gender the defining factor” for a Supreme Court nomination.	January 27, 2022	"Il n'y a jamais eu de président (avant Joe Biden) qui a mis la race et le genre comme des facteurs déterminants pour être nominé à la Cour suprême.	P	Camille	
21785	“Joe Biden holds the all-time record for the most money received from Pharma while in Congress! $8,550,422.”	January 4, 2022	"Joe Biden détient le record pour le plus d'argent reçu par Pharma pendant qu'il était au Congrès! 8,550,422$."	P	Camille	
21786	"Large, peer-reviewed research study proves ivermectin works” as a COVID-19 preventative.	January 20, 2022	Une large recherche vérifiée par les pairs prouve que l'ivermectine fonctionne comme prévention contre la COVID-19.	I	Camille	
21787	“Biden won’t allow Delta-variant COVID patients to get proven and effective monoclonal treatments even though there are 50,000-100,000 Americans infected by Delta EVERY DAY.”	January 26, 2022	"Biden ne permet pas aux patients du variant Delta de la COVID d'avoir des traitements éprouvés et effectifs contre la monoclonale, et ce, malgré qu'il y a 50,000-100,000 Américains infectés par Delta CHAQUE JOUR.	I	Camille	
21788	Vaccine makers “are shipping lots of jabs with varying ingredients, potency & EVEN placebo lots.”	January 24, 2022	Les fabriquants de vaccins "expédient beaucoup de vaccins avec des ingrédients variés, de la puissance variée et même des lots d'effet placebo.	I	Camille	
21789	“Without a shred of clinical data to support its decision, the Biden Administration has revoked the emergency use authorization for lifesaving monoclonal antibody treatments.”	January 25, 2022	"Sans la moindre donnée clinique qui supporte sa décision, l'administration Biden a révoqué l'autorisation pour l'utilisation d'urgence de traitements par anticorps monoclonaux."	I	Camille	
21790	"In 2022, illegal immigrants will have MORE FREEDOMS and easier access to healthcare and ballot boxes than most Americans... Just think about that."	January 16, 2022	" En 2022, les immigrants illégaux ont davantage de liberté et un accès plus facile pour le système de santé et les urnes électorales que la majorité des Américains... Pensez seulement à cela."	P	Camille	
21791	In the U.S., myocarditis cases among ages 12 to 20 numbered four in 2019; four in 2020; and 2,236 in 2021.	February 22, 2022	Dans les États-Unis, les cas de myocardites parm les gens âgés de 12 à 20 ans s'élèvent à quatre en 2019, quatre en 2020 et 2,236 en 2021.	P	Camille	
21792	“Clarence Thomas is about to become the only member of the current Supreme Court who was nominated by a president of one party and confirmed by a Senate controlled by the other party.”	January 30, 2022	"Clarence Thomas est sur le point de devenir le premier membre de la Court suprême actuelle à être nominé par le président d'un parti et par un Sénat contrôlé par un autre parti."	P	Camille	
21793	Photo shows Amish who drove 2.5 hours with the “Freedom Convoy” to cook them food at their next stop.	January 30, 2022	Une photo montre Amish qui conduit pendant 2.5 heures avec le "convoi de la liberté" pour leur cuisiner de la nourriture à leur prochain arrêt.	I	Camille	
21794	American taxpayer dollars provide “free housing, free medical, free state identification” to immigrants in the country illegally.	January 23, 2022	L'argent des contribuables américains fournit "des logements, des soins de santé et des pièces d'identité gratuits" aux immigrants qui sont dans le pays illégalement.	I	Camille	
21795	Military data from 2021 show military members experienced spikes of 300% in miscarriages, almost 300% in cancer diagnoses and 1,000% in neurological issues.	January 28, 2022	Des données militaires de 2021 montrent que des membres militaires ont expérimenté des hausses de 300% de fausse-couche, presque 300% de diagnostics de cancer et 1,000% de problèmes neurologiques.	I	Camille	
21796	Image shows a patient experiencing claustrophobia and having a panic attack during a CT scan.	January 30, 2022	Une photo montre un patient qui expérimente de la claustrophobie et qui a une attaque de panique pendant un Ct scna..	I	Camille	
21797	Says Voltaire said, “To learn who rules over you, simply find out who you are not allowed to criticize.”	January 30, 2022	Il dit que Voltaire a dit "Pour apprendre qui gouverne en haut de vous, découvrez seulement qui vous n'êtes pas autorisé à critiquer".	P	Camille	
21798	The CDC staged “the ‘escaping monkeys’ as a cover story for releasing the next bioweapon.”	January 26, 2022	Le CDC a mis en scène "des singes qui s'échappent" comme histoire de couverture pour libérer la prochaine arme biochimique.	P	Camille	
21799	Bruce Springsteen, Queen, Pearl Jam and Dave Grohl removed their music from Spotify.	January 31, 2022	Bruce Spingsteen, Queen, Pearl Jam et Dave Grohl ont ôté leur musique de Spotify.	I	Camille	No date
21800	Joe Biden's “$4 trillion” Build Back Better bill is "the largest expansion of welfare programs in 60 years."	January 19, 2022	Le projet de loi Build Back Better à 4 trillions de $ de Joe Biden est "la plus grande expansion du programme de bien-être social en 60 ans".	P	Camille	
21801	Says Jen Psaki said in January 2022 that people will start seeing direct deposits in their bank account this weekend and payments to eligible Americans will continue for several weeks.	January 31, 2022	Il dit que Jen Psaki a dit en janvier 2022 que les individus commenceront à voir des dépôt des dépôts directs dans leur compte bancaire cette fin de semaine et que les paiements aux Américains éligibles se poursuivront pour pendant plusieurs semaines.	P	Camille	
21802	Proposed changes to the Electoral Count act show Pence had the power and “could have overturned the election!”	January 30, 2022	Les modifications proprosées à la Loi sur le décompte électorale montrent que Pence avait le pouvoir "de renverser les élections".	P	Camille	
21803	Video shows troops at the Ukraine-Russia border on Jan. 27, 2022.	January 27, 2022	Une vidéo montre des troupes à la frontière entre l'Ukraine et la Russie le 7 janvier 2022.	P	Camille	Enough informations
21804	Hundreds of ‘illegals’ were dropped off at Florida hotel.	January 31, 2022	Des centaines "d'illégaux" ont été déposés à un hôtel de la Floride.	I	Camille	
21805	"The Holocaust isn't about race. No, it's not about race."	January 31, 2022	"L'Holocauste n'est pas à propos de la race. Non, ce n'est pas à propose de la race."	P	Camille	
21806	"British data show the COVID shots are an abysmal failure, as COVID infection rates in the U.K. are higher among the ‘fully vaccinated’ in all adult cohorts.”	January 25, 2022	"Des données britanniques montrent que les vaccins de COVID-19 sont un épouvantable échec, puisque que le taux d'infection au Royaume-Uni est plus haut au sein des "pleinement vaccinés" dans toutes les cohortes d'adultes.	I	Camille	
21807	“Sixty percent of (Virginia's) children don’t meet national proficiency standards…”	January 17, 2022	"Soixante pourcent des enfants (de la Virginie) n'atteignent pas les standarts nationaux de compétences.	I	Camille	
21808	“Over 65% of the country believes that (the) 2020 election was fraudulent. That number was around 35% a year ago.”	January 30, 2022	"Plus de 65% des gens du pays croient que l'élection de 2020 était frauduleuse. Ce nombre était aux alentours de 35%, il y a un an."	I	Camille	
21809	Picture shows the “Freedom Convoy” trucks in Canada.	January 30, 2022	Une photo montre les camions du "Convoi de la Liberté" au Canada.	I	Camille	
21810	“The convoy in Canada has made the Guinness Book of World Records for the longest convoy.”	January 25, 2022	"Le convoi au Canada a fait le livre mondial des records Guinness pour le plus long convoi."	P	Camille	
21811	Says 700 CIA agents were arrested.	February 1, 2022	Il dit que 700 agents de la CIA ont été arrêtés.	I	Camille	
21812	Thanks to the American Rescue Plan’s changes to the Affordable Care Act, “four out of five consumers (are) finding quality coverage for under $10 a month.”	January 27, 2022	Merci au Plan de sauvetage américain de changer la Loi des soins de santé abordables, "quatre sur cinq consommateurs trouvent une couverture de qualité pour moins de 10$ par mois.	I	Camille	
21813	‘The Simpsons’ predicted Canada’s trucker convoy protest.	January 29, 2022	"Les Simpsons ont prédit les protestations du convoi des camions au Canada."	P	Camille	
21814	"Food crops can be engineered right now based on existing technology to cause infertility in Black people alone.”	December 29, 2021	"En ce moment, les cultures vivrières peuvent être conçues selon une technologie existante pour causer l'infertilité chez seulement les personnes noires."	P	Camille	
21815	Research from Japan shows “ivermectin is effective against omicron in Phase III trial.”	January 31, 2022	Des recherches du Japon montrent que "l'ivermectine est effective contre la phase III de l'essai contre omicron".	I	Camille	
21816	"Since 2000, the Department of Defense and the Department of Energy have been spraying the entire United States sky with the toxic brew of chemicals and other biologic agents."	January 27, 2022	" Depuis 2000, le département de la Défense et le département de l'Énergie ont vaporisés l'entièreté du ciel des États-Unis avec des mélanges toxiques de produits chimiques et d'autres agents biologiques."	P	Camille	
21817	“In 2021, 65 people in Milwaukee have lost their lives due to reckless driving accidents, and more than 9,000 cars have been stolen, double the amount in 2020.”	December 21, 2021	"En 2021, 65 personnes de Milwaukee ont perdu leur vie à cause d'accidents de la route téméraires, et plus de 9,000 automobiles ont été volées, le double du total de 2020."	P	Camille	
21818	Dr. Phil and other celebrities are endorsing CBD gummies.	January 31, 2022	Le Dr. Phil et d'autres célébrités endossent des bonbons de CBD.	I	Camille	
21819	“Canadian Prime Minister Justin Trudeau pays mainstream media $600 million to report in favor of him.”	February 2, 2022	"Le Premier minsitre du Canada, Justin Trudeau, paye les médias publics 600 millions de $ pour qu'ils fassent des couvertures en sa faveur."	P	Camille	
21820	Says Johns Hopkins virologist "James Kelly" said the COVID-19 vaccine “discriminates, divides, and judges society as it is.”	February 1, 2022	Johns Hopkins dit que le virologue James Kelly a dit que les vaccins de COVID-19 "discriminent, divisent et jugent la société telle qu'elle l'est."	P	Camille	
21821	A photo shows a crash in Eminence, Indiana.	February 2, 2022	Une photo montre un écrasement à Eminence, en Indiana.	I	Camille	
21822	“The Dems demand a photo ID to get a cheeseburger.”	January 16, 2022	"Les Démocrates demandent une photo d'une pièce d'identité pour obtenir un cheeseburger."	I	Camille	
21823	Donald Trump “never left” the White House.	February 2, 2022	Donald Trump "n'a jamais quitté" la Maison-Blance.	P	Camille	
21824	“Pennsylvania had 2.6 million mail in votes that the court of appeals of PA held to be unconstitutional. Umm that alone means Biden lost PA.”	January 31, 2022	"La Pennsylvanie a 2.6 millions de votes par correspondance que la Cour d'appel de PA a jugé inconstitutionnels. Umm seulement ça veut dire que Biden a perdu la PA."	P	Camille	
21825	$2,000 stimulus checks were due on Jan. 19.	January 18, 2022	Des chèques de relance de 2,000$ étaient dûs le 19 janvier.	I	Camille	
21826	“In Texas, because of the laws they passed, a 95-year-old World War II veteran is being denied the right to vote by mail because he can't produce a registration number he got back in the 1950s.”	January 31, 2022	"Au Texas, à cause de la Loi qu'ils ont adoptée, un vétéran de la deuxième guerre mondiale de 95 ans s'est fait refuser de voter par la poste parce qu'il ne peut pas reproduire un numéro d'enregistrement qu'il a obtenu dans les années 1950."	I	Camille	
21828	“Few, If Any, Doses of Spikevax or Comirnaty Available in United States, Despite FDA Approvals”	February 2, 2022	"Peu, si aucune, de doses de Spikevax ou de Comirnaty sont disponibles aux États-Unis, malgré les approbations de la FDA."	I	Camille	
21829	Ron DeSantis let "millions of COVID-19 tests expire."	January 28, 2022	Ron DeSantis a laissé "des millions de doses de COVID-19 expirés".	I	Camille	
21830	“Facebook is spamming all climate articles by misleading readers about” the accuracy of climate models.	January 31, 2022	"Facebook spamme tous les articles de climat en induisant les lecteurs en erreur à propos" de l'exactitude des models de climat.	I	Camille	
21831	“It’s not illegal to go inside the Capitol” as the Oath Keepers and other Jan. 6 rioters did.	February 1, 2022	"Ce n'est pas illégal d'aller à l'intérieur du Capitole" comme l'ont fait l'Oath Keeper et les autres le 6 janvier.	P	Camille	
21832	Rep. Alexandria Ocasio-Cortez said, “I don’t need truckers. I get my food from the grocery store.”	February 5, 2022	La représentante Alexandria Ocasio-Cortez a dit : "Je n'ai pas besoin de camions. Je prends ma nourriture à l'épicerie."	I	Camille	
21833	A Walmart in Dickson City, Pennsylvania, ran out of food.	February 5, 2022	Un Waltmart dans la ville de Dickson a manqué de nourriture.	I	Camille	
21834	“They call” Jan. 6 “an insurrection,” but “were FBI agents used as political agitators?"	January 24, 2022	"Ils appellent" le 6 janvier "une insurrection", mais "les agents du FBI ont utilisé des agitateurs politiques?"	I	Camille	
21835	Binding masks to your face with gauze and wrapping pantyhose around your face and mask are now “suggestions to make your mask more ‘effective.’”	February 4, 2022	Attacher des masques à votre visage avec de la gaze et enrouler des bas collants autour de votre visage et de votre masque sont maintenant des "suggestions pour rendre votre masque plus effectif".	I	Camille	
21836	Turkey, Brazil, Britain, Sweden, Spain, Czech Republic, Mexico, El Salvador, Japan and Singapore canceled all COVID-19 quarantine procedures, testing and compulsory vaccination and are considering COVID-19 “just a seasonal flu.”	February 2, 2022	La Turquie, le Brésil, la Grande-Bretagne, la Suisse, l'Espagne, la République Tchèque, le Mexique, le Salvador, le Japon et Singapour ont annulé les procédures de quarantaine contre la COVID-19, les tests de dépistage, la vaccination obligatoire et ils considèrent la COVID-19 comme "juste une grippe saisonnière".	I	Camille	
21837	“Governor Kate Brown wants to make Oregon’s mask mandate PERMANENT.”	January 5, 2022	"La gouverneure Kate Brown veut mettre l'obligation du port du masque permanent en Oregon."	P	Camille	
21838	"We've had two members engage in a Democrat-led persecution of ordinary citizens who engaged in legitimate political discourse.”	February 4, 2022	"Nous avons deux membres engagés dans les persécutions engagées par les Démocrates contre les citoyens ordinaires qui se livrent à un discours politique légitime."	I	Camille	
21839	Joe Biden gave his used face mask to Stephen Breyer.	January 28, 2022	Joe Biden a donné son masque usé à Stephen Breyer.	I	Camille	
21840	“Crisis actor in Germany forgets he’s filming on TV.”	February 7, 2022	"Un acteur en crise en Allemagne oublie qu'il est filmé à la télévision."	I	Camille	
21841	The federal government requires “COVID passports to visit the movies.”	February 7, 2022	Le gouvernement fédéral exige "des passeports COVID pour aller au cinéma".	I	Camille	
21842	“Fifty percent of the Ottawa police force have all turned in their resignation.”	February 7, 2022	"Cinquante pourcent des forces de police d'Ottawa ont donné leur démission."	I	Camille	
21843	"Iowa Republicans have introduced a bill that would put government-installed cameras in every single classroom to livestream school activities for parents to spy on teachers and children."	February 2, 2022	"Les républicains de l'Iowa ont introduit une loi qui installera des caméras gouvernementales dans chaque classe scolaire pour voir en direct les activités scolaires et pour que les parents espionnent les enseignants et les enfants."	P	Camille	
21844	Clips of Dr. Anthony Fauci show he “flip-flopped” on guidance for wearing masks, whether kids should be in school and whether people should change how they interact.	January 21, 2022	Un clip du Dr. Anthony Fauci montre les "volte-faces" des conseils pour le port du masque, pour si les enfants devraient être à l'école et pour si les gens devraient changer leur façon d'interagir.	I	Camille	
21846	“Joe Biden wants to eliminate a regulation that requires school districts to report allegations of teacher on student rape, alleged rape, and sexual assault.”	January 30, 2022	Joe Biden veut éliminer le règlement qui exige que les districts scolaires doivent signaler les allégations d'un enseignant sur le viol d'un élève, le viol présumé et sur les agressions sexuelles.	P	Camille	
21847	The “top ten most unhealthy U.S. cities” are San Francisco; Seattle; Portland, Oregon; San Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; and Denver.	February 5, 2022	Le top 10 des villes américaines les plus malsaines sont San Francisco; Seattle; Portland, Oregon; Sans Diego; Honolulu; Washington; Austin, Texas; Irving, Texas; Portland, Maine; et Denver.	I	Camille	
21848	“Embalmers finding ‘strange clots’ in jabbed people”	January 28, 2022	"Les embaumeurs trouvent "d'étranges caillots" dans la piqure des gens.	I	Camille	
21849	“President Trump sanctioned Russia. President Biden gave them a pipeline.”	February 8, 2022	"Le président Trump a sanctionné la Russie. Le président Biden leur a donné un pipeline."	P	Camille	
21850	Eric Schmitt “sponsored a bill to spend $480 million of your tax dollars” on cargo hub for airlines "owned by China's Communist Party” and "voted to let China buy up Missouri farmland."	February 7, 2022	Eric Schmitt "a sponsorisé une loi qui dépense 480 millions de $ de vos taxes" sur des cargaisons pour des compagnies aériennes "appartenant au Parti communiste de la Chine" et "a voté pour laisser la Chine acheter des terres agricoles du Missouri".	P	Camille	
21851	Comedian Heather McDonald collapsed on stage as a result of the COVID-19 vaccine.	February 8, 2022	Le comédien Heather McDonald s'est évanoui sur scène à cause du vaccin contre la COVID-19.	P	Camille	
21852	"Biden and most Democrats want to cap insulin prices at $35 per month. All 50 Republicans in the Senate are opposed to it.”	February 7, 2022	"Biden et la plupart des démocrates veulent plafonner le prix de l'insuline à 35$ par mois. Tous les 50 républicains au Sénat se sont opposés à cela."	I	Camille	
21853	Says C.S. Lewis wrote, “They believed blindly everything they heard or read in the papers. They gave up their freedoms.”	February 7, 2022	Il dit que C.S. Lewis a écrit : "Ils croient aveuglément tout ce qu'ils entendent ou lisent dans les journaux. Ils ont abandonné leur liberté."	I	Camille	
21854	Kendall Jenner edited a photo to look like she was holding a “Black Lives Matter” sign.	February 8, 2022	Kendall Jenner a édité une photo pour avoir l'air de tenir un signe de "Black Lives Matter".	I	Camille	
21855	“MSNBC announced Trump won 2020 election.”	February 8, 2022	"MSNBC a annoncé que Trump a gagné l'élection de 2020."	I	Camille	
21856	“Greg Casar passed paid sick leave."	February 8, 2022	"Greg Casar a refusé une journée de maladie payée."	I	Camille	
21857	Says remdesivir is responsible for killing patients hospitalized with COVID-19.	January 25, 2022	Il dit que Remdesivir est responsable de tuer des patients hospitalisés avec la COVID-19.	P	Camille	
21858	“Joe Biden uses the ATF to illegally track your gun transactions.”	February 7, 2022	"Joe Biden a utilisé l'ATF pour suivre illégalement vos transactions de fusils."	I	Camille	
21859	"In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education."	February 9, 2022	"Dans l'Amérique de Joe Biden, vos enfants ont plus de chance d'avoir accès à une pipe de crack qu'à une éducation sans masque."	P	Camille	
21860	The Biden administration “is spending $30 million on crack pipes.”	February 8, 2022	L'administation Biden "dépense 30 millions de $ pour des pipes de crack".	P	Camille	
21861	“A grand jury trial begins into crimes against humanity" involving a fabricated coronavirus pandemic.	February 6, 2022	"Un procès devant un grand jury commence avec des crimes contre l'humanité" qui implique une pandémie de coronavirus fabriquée.	P	Camille	
21862	Girl Scouts support "Planned Parenthood and pro-abortion politicians."	February 4, 2022	 Des filles Scout soutiennent "la parentalité planifiée et les politiciens pro-avortements".	I	Camille	
21863	Requesting a chargeback is “a better way to get back at” GoFundMe.	February 6, 2022	Demander une rétroaction est "une meilleure façon de revenir à" GoFundMe.	I	Camille	
21864	“A larger percentage of Illinoisans have been vaccinated than in any other Midwestern state.”	February 2, 2022	"Un important pourcentage d'Illinois ont été vacciné contrairement aux autres États du Midwest."	I	Camille	
21866	"The use of ballot drop boxes and ballot harvesting is illegal.”	January 28, 2022	L'utilisation de boîtes pour les urnes et la récolte des votes est illégale.	I	Camille	
21867	“Got the old killdozer loaded up heading for Ottawa.”	February 6, 2022	"J'ai le vieux bulldozer chargé à bloc pour partir à Ottawa."	I	Camille	
21868	In England, “official data shows children are up to 52 times more likely to die following COVID-19 vaccination than unvaccinated children.”	January 29, 2022	En Angleterre, "des données officielles montrent que les enfants ont 52 fois plus de chance de mourir à la suite de la vaccination contre la COVID-19 que les enfants non-vaccinés. 	I	Camille	
21869	Says Bob Saget predicted his death	February 2, 2022	Il dit que Bob Saget a prédit sa mort.	I	Camille	
21870	Says a Washington Post headline and graphic about COVID-19 deaths are misleading.	February 8, 2022	Il dit que le titre et le graphique du Washington Post à propos des décès de COVID-19 induisent en erreur.	I	Camille	
21871	Arizona House bill to “decertify” 2020 results “could effectively recall the Biden electors.”	February 8, 2022	Le projet de loi de l'Arizona pour décertifier les résultats de 2020 "peut en effet rappeler les électeurs de Biden".	I	Camille	
21872	“New Jersey and Maryland produce more solar power than Florida, the Sunshine State!”	February 3, 2022	"Le New Jersey et le Maryland produisent plus d'énergie solaire que la Floride, l'État du soleil!"	I	Camille	
21873	“We all know China created COVID.”	January 31, 2022	"Nous savons tous que c'est la Chine qui a créé la COVID."	P	Camille	
21874	COVID spelled backward is “divoc” which means "possession of the evil spirit" in Hebrew.	January 19, 2022	La COVID épelé en l'envers est "divoc" ce qui signifie "en possession de l'esprit du démon" en hébreu.	P	Camille	
21875	COVID-19 vaccines caused a 40% increase in deaths identified by a life insurance company.	February 4, 2022	Les vaccins contre la COVID-19 causent une augmentation de décès de 40% identifiée par une compagnie d'assurance-vie.	I	Camille	
21876	“The second booster has eight strains of HIV.”	February 2, 2022	"Le deuxième vaccin a huit souches de VIH."	I	Camille	
21878	Virginia’s economic growth “has stalled at less than 1% per year for eight years.”	January 17, 2022	La croissance économique de la Virginie "a bloqué à moins de 1% par année pendant huit ans."	I	Camille	
21879	“Nevada ranks 50th in election integrity ratings.”	February 2, 2022	"Le Nevada est classé au 50e rang dans le classement de l'intégralité des élections."	I	Camille	
21880	"Books banned in Texas include 1984, Maus, and The Handmaid's Tale, but not Mein Kampf."	February 1, 2022	"Les livres bannis du Texas incluent 1984, Maus, et The Handmaid's Tale, mais pas Mein Kampf."	I	Camille	
21881	A video shows that “OnlyFans has guys on campus encouraging your daughters to do porn for ‘financial freedom.’”	February 10, 2022	Une vidéo montre que sur "OnlyFans, il y a des hommes sur les campus qui encouragent leurs filles à faire de la porno pour leur "liberté financière".	I	Camille	
21882	Says he has issued more pardons than “any Wisconsin governor in contemporary history.”	January 13, 2022	Il dit qu'il a délivré plus de pardons que "tous les gouverneurs du Wisconsin dans l'histoire contemporaine".	I	Camille	
21883	"One in 13 Black Americans are deprived of the right to vote."	February 9, 2022	"Un sur 13 américains noirs est privé du droit de vote."	I	Camille	
21884	ICE has been illegally releasing immigrants “in Huntersville #NC13 at big box retail locations. Feds aren’t notifying anyone, just making secret drops at 3am.”	January 27, 2022	L'ICE a libéré des immigrants "à Huntersville #NC13 à une location de magasin de vente à détail à grande surface. Les Feds ne le signalent à personne, ils font seulement les laisser secrètement à 3h a.m.  	I	Camille	
21885	Pfizer is "literally using the force of government and the culture of fear to jab children under 5 — with zero basis in science — to make billions of dollars."	February 1, 2022	Pfizer utilise littéralement la force du gouvernement et la culture de la peur pour vacciner les enfants en-dessous de 5 ans - avec aucune base en science - pour faire des milliards de dollars.	P	Camille	
21886	The CDC was “normalizing blood clots” by tweeting about the health condition before the Super Bowl.	February 12, 2022	Le CDC "a normalisé les caillots de sang" en tweetant à propos des conditions de santé avant le Super Bowl.	I	Camille	
21887	The New York City Police Department arrested a 9-year-old "because she didn’t have a vaccine card in the museum."	January 22, 2022	Le département de police de la ville de New York a arrêté une enfant de 9 ans "parce qu'elle n'avait pas sa carte de vaccin au musée".	I	Camille	
21888	“President Biden's Air Force One pilot got fired after this vertical take off.”	February 9, 2022	Une pilote de la Air Force One du président Biden s'est fait renvoyé après son décollage vertical.	I	Camille	
